주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[M257143]묽은니트로글리세린,단일,-,혈관확장제,맥각독성(말초허혈|감각이상|구역|구토)위험증가,소생등의위급상황제외,DiluteNitroglycerin,D000215,D000747,에르고타민타르타르산염,ErgotamineTartrate,[M223126]에르고타민타르타르산염/[M223183]카페인무수물
[M104103]희석된니트로글리세린,단일,-,혈관확장제,맥각독성(말초허혈|감각이상|구역|구토)위험증가,소생등의위급상황제외,DiluteNitroglycerin,D000215,D000747,에르고타민타르타르산염,ErgotamineTartrate,[M223126]에르고타민타르타르산염/[M223183]카페인무수물
[M214344]희석한니트로글리세린용액,단일,-,혈관확장제,맥각독성(말초허혈|감각이상|구역|구토)위험증가,소생등의위급상황제외,DiluteNitroglycerinSolution,D000215,D000747,에르고타민타르타르산염,ErgotamineTartrate,[M223126]에르고타민타르타르산염/[M223183]카페인무수물
[M104323]희석된니트로글리세린(니트로글리세린2%유당),단일,-,혈관확장제,맥각독성(말초허혈|감각이상|구역|구토)위험증가,소생등의위급상황제외,DiluteNitroglycerin(Nitroglycerin2%InLactose),D000215,D000747,에르고타민타르타르산염,ErgotamineTartrate,[M223126]에르고타민타르타르산염/[M223183]카페인무수물
[M071634]피록시캄,단일,-,해열.진통.소염제,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,methotrexate1週에15mg이상투여시,Piroxicam,D000309,D000716,메토트렉세이트,Methotrexate,[M040168]메토트렉세이트/[M040168]메토트렉세이트/[M040168]메토트렉세이트
[M213126]덱스케토프로펜트로메타몰,단일,-,해열.진통.소염제,신세뇨관에서Methotrexate배설이지연되어Methotrexate의혈액학적독성증가,methotrexate1週에15mg이상투여시,DexketoprofenTrometamol,D000696,D000716,메토트렉세이트,Methotrexate,[M040168]메토트렉세이트/[M040168]메토트렉세이트/[M040168]메토트렉세이트
[M260064]에토리콕시브,단일,-,해열.진통.소염제,methotrexate≥15mg/주에한해금기,-,Etoricoxib,D001012,D000716,메토트렉세이트,Methotrexate,[M040168]메토트렉세이트/[M040168]메토트렉세이트/[M040168]메토트렉세이트
[M222875]암로디핀베실산염/[M213543]무수아토르바스타틴칼슘,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AnhydrousAtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린
[M280472]베클로메타손디프로피오네이트(미분화)/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M265404]베클로메타손디프로피오네이트무수물(미분화)/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M257139]베클로메타손디프로피오네이트/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M239060]베클로메타손디프로피오네이트/[M088695]푸마르산포르모테롤이수화물,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateDihydrate,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M243509]플루티카손프로피오네이트(미분화)/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M081683]푸마르산포르모테롤,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarate,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M081835]브롬페리돌,단일,-,정신신경용제,혈압강하,-,Bromperidol,D000238,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M040766]할로페리돌,단일,-,정신신경용제,혈압강하효과,-,Haloperidol,D000113,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M089302]할로페리돌데카노에이트,단일,-,정신신경용제,혈압강하효과,-,HaloperidolDecanoate,D000113,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M070676]발프로산나트륨,단일,-,항전간제,간질발작재발,-,SodiumValproate,D000535,D000122,메로페넴건조탄산나트륨,MeropenemDriedSodiumCarbonate,[M091303]메로페넴건조탄산나트륨
[M082087]디발프로엑스나트륨,단일,-,항전간제,간질발작재발,-,DivalproexSodium,D000535,D000122,메로페넴건조탄산나트륨,MeropenemDriedSodiumCarbonate,[M091303]메로페넴건조탄산나트륨
[M070676]발프로산나트륨/[M083547]발프로산,단일,-,항전간제,간질발작재발,-,SodiumValproate,D000535,D000122,메로페넴건조탄산나트륨,MeropenemDriedSodiumCarbonate,[M091303]메로페넴건조탄산나트륨
[M090172]발프로산마그네슘,단일,-,항전간제,간질발작재발,-,MagnesiumValproate,D000535,D000122,메로페넴건조탄산나트륨,MeropenemDriedSodiumCarbonate,[M091303]메로페넴건조탄산나트륨
[M083547]발프로산,단일,-,항전간제,간질발작재발,-,ValproicAcid,D000535,D000122,메로페넴건조탄산나트륨,MeropenemDriedSodiumCarbonate,[M091303]메로페넴건조탄산나트륨
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000705,플루르비프로펜,Flurbiprofen,[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜/[M089049]플루르비프로펜
[M213126]덱스케토프로펜트로메타몰,단일,-,해열.진통.소염제,경련발생,-,DexketoprofenTrometamol,D000696,D000142,시프로플록사신염산염수화물,CiprofloxacinHydrochlorideHydrate,[M223091]시프로플록사신염산염수화물/[M040080]덱사메타손
[M222875]암로디핀베실산염/[M090403]발사르탄/[M256664]아토르바스타틴칼슘수화물,복합,[D000152]Amlodipine(암로디핀)/[D000011]Valsartan(발사르탄),기타의순환계용약,근육병증|횡문근융해위험증가가능,-,AtorvastatinCalciumHydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린
[M215219]아토르바스타틴칼슘삼수화물/[M222875]암로디핀베실산염/[M282749]에제티미브(미분화),복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린
[M093499]아토르바스타틴칼슘/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린
[M223288]포르모테롤푸마르산염수화물,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrate,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M256708]부데소니드(미분화)/[M257129]포르모테롤푸마르산염수화물,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrate,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M084482]부데소니드/[M257129]포르모테롤푸마르산염수화물,단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrate,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M082905]칼시트리올
[M081303]알파칼시돌/[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M082905]칼시트리올
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M040006]감초/[M050036]육계/[M040523]작약/[M050752]생강/[M051259]이부프로펜
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M040006]감초/[M050036]육계/[M040523]작약/[M050752]생강/[M051259]이부프로펜
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000261,옥사토마이드,Oxatomide,[M083726]옥사토마이드
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
[M256708]부데소니드(미분화)/[M280913]글리코피로니움브롬화물(미분화)/[M258126]포르모테롤푸마르산염수화물(미분화),단일,-,진해거담제,부정맥또는심정지유도,소생등의위급상황제외,FormoterolFumarateHydrateMicronized,D000838,D000560,에피네프린,Epinephrine,[M040421]에피네프린
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M095195]아르기닌
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M095195]아르기닌
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000226,메퀴타진,Mequitazine,[M050446]메퀴타진
